2.0658746,0.7791893
2.3684087,0.9159676
2.5399929,0.9053835
2.5420804,0.9056614
2.5490790,0.9389889
2.7866882,0.9668474
2.9116825,0.9643682
3.0356270,0.9144594
3.1146696,0.9393394
3.1582389,0.9607497
3.3275944,0.8983709
3.3793165,0.9120974
3.4122006,0.9423850
3.4215823,0.9662458
3.5315732,1.0526500
3.6393002,1.0143791
3.6732537,0.9596943
3.9256462,0.9685372
4.0498646,1.0766065
4.2483348,1.1454978
4.3440052,1.0340625
4.3826531,1.0070009
4.4230602,0.9668365
4.6102443,1.0895919
4.6881183,1.0634462
4.9777333,1.1237239
5.0359967,1.0323374
5.0684536,1.0874452
5.4161491,1.0702988
5.4395623,1.1606493
5.4563207,1.0778037
5.5698458,1.1069758
5.6015729,1.0971875
5.6877617,1.1648603
5.7215602,1.1411796
5.8538914,1.0844156
6.1978026,1.1252493
6.3510941,1.1168341
6.4797033,1.1970789
6.7383791,1.2069462
6.8637686,1.1251046
7.0223387,1.1235672
7.0782373,1.2132829
7.1514232,1.2522652
7.4664023,1.2497065
7.5973874,1.1799706
7.7440717,1.1897299
7.7729662,1.3029934
7.8264514,1.2601134
7.9306356,1.2562267
